Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type
135,14868754,15,1034,168,0,68.93333333,81.53480122,268,0,137.0,104.1921302,143.2534293,1.546868016,675852.4545,3134813.173,14700000,1,14900000,1062053.857,3928454.591,14700000,1,112496,16070.85714,42280.58954,111954,4,324,184,1.008826967,0.538041049,0,268,88.75,93.58894862,8758.891304,0,1,0,92.60869565,1034,8192,2051,13,20,0.0,0,0,0.0,0,0,Normal Traffic
389,167,2,414,207,207,207.0,0.0,163,163,163.0,0.0,4431137.725,23952.09581,55.66666667,88.62467677,158,4,5,5.0,0.0,5,5,4,4.0,0.0,4,4,40,40,11976.0479,11976.0479,163,207,189.4,24.09979253,580.8,0,0,0,236.75,414,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,189,2,86,43,43,43.0,0.0,71,71,71.0,0.0,1206349.206,21164.02116,63.0,27.71281292,95,47,47,47.0,0.0,47,47,47,47.0,0.0,47,47,64,64,10582.01058,10582.01058,43,71,54.2,15.33623161,235.2,0,0,0,67.75,86,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
8080,59248,4,207,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,5755.468539,118.147448,9874.666667,23206.99424,57241,48,59248,19749.33333,33710.5974,58674,48,57847,28923.5,40046.99255,57241,606,92,72,67.51282744,50.63462058,0,195,42.625,75.57576615,5711.696429,0,1,0,48.71428571,207,8192,237,3,20,0.0,0,0,0.0,0,0,Bots
8080,78871,4,206,194,0,51.5,95.04209594,128,0,44.66666667,72.23111056,4310.836683,88.75251994,13145.16667,30981.83644,76382,91,78871,26290.33333,44890.16102,78124,91,77233,38616.5,53408.48229,76382,851,92,72,50.71572568,38.03679426,0,194,42.5,75.2880184,5668.285714,0,1,0,48.57142857,206,8192,237,3,20,0.0,0,0,0.0,0,0,Bots
80,5457414,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.732947876,1819138.0,3150085.149,5456543,125,5457414,2728707.0,3857742.667,5456543,871,0,0.0,0.0,0,0,104,40,0.549710907,0.183236969,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks
21,253,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,55335.96838,11857.70751,126.5,43.13351365,157,96,253,253.0,0.0,253,253,0,0.0,0.0,0,0,64,20,7905.13834,3952.56917,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,Brute Force
80,72,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27777.77778,72.0,0.0,72,72,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,13888.88889,13888.88889,0,0,0.0,0.0,0.0,0,0,1,0.0,0,1444,1176,0,32,0.0,0,0,0.0,0,0,Web Attacks
80,6438204,5,30,6,6,6.0,0.0,0,0,0.0,0.0,4.659684595,0.776614099,1609551.0,3218314.002,6437022,248,6438204,1609551.0,3218314.002,6437022,248,0,0.0,0.0,0,0,100,0,0.776614099,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,1182.0,1182,1182,6437022.0,6437022,6437022,DDoS
21,8384614,9,96,19,0,10.66666667,8.231038817,34,0,12.53333333,14.54975045,33.87156523,2.862385794,364548.4348,958203.5253,3066365,3,5272154,659019.25,1242829.113,3093643,48,8384533,598895.2143,1184342.681,3066365,3,296,488,1.073394673,1.788991121,0,34,11.36,12.34868414,152.49,0,1,0,11.83333333,96,29200,227,6,32,0.0,0,0,0.0,0,0,Brute Force
80,60136813,5,213,195,0,42.6,85.23379611,1611,0,539.0,928.38408,30.43061161,0.133029996,8590973.286,22700000.0,60100000,21,60100000,15000000.0,30000000.0,60100000,21,24100,12050.0,16000.41224,23364,736,112,72,0.083143748,0.049886249,0,1611,203.3333333,531.6707158,282673.75,0,1,0,228.75,213,8192,946,4,20,0.0,0,0,0.0,0,0,Normal Traffic
80,31485275,204,43523,602,0,213.3480392,226.6321023,5792,0,766.9904762,671.9407955,3940.159328,9.814111517,102224.9188,263331.4971,1085229,3,31500000,155084.9212,311766.2933,1085229,3,31500000,302741.8269,409178.5262,1089022,3,6536,3368,6.479219254,3.334892263,0,5792,400.183871,504.9647254,254989.3738,0,1,0,401.4789644,43523,29200,1172,101,32,0.0,0,0,0.0,0,0,Web Attacks
80,599,2,8,6,2,4.0,2.828427125,2,2,2.0,0.0,16694.49082,5008.347245,299.5,398.1011178,581,18,599,599.0,0.0,599,599,0,0.0,0.0,0,0,44,24,3338.898164,1669.449082,2,6,3.0,2.0,4.0,0,1,0,4.0,8,1024,29200,1,20,0.0,0,0,0.0,0,0,Port Scanning
21,8458616,9,101,21,0,11.22222222,8.786036902,34,0,12.53333333,14.54975045,34.16634589,2.837343603,367765.913,954214.7055,2916652,3,5672233,709029.125,1312572.608,2958451,3,8458552,604182.2857,1177741.994,2916652,3,296,488,1.064003851,1.773339752,0,34,11.56,12.46688948,155.4233333,0,1,0,12.04166667,101,29200,227,6,32,0.0,0,0,0.0,0,0,Brute Force
80,100044862,5,247,231,0,49.4,101.5962598,0,0,0.0,0.0,2.468892405,0.089959642,12500000.0,35400000.0,100000000,55,100000000,25000000.0,50000000.0,100000000,493,100000000,33300000.0,57700000.0,100000000,1268,168,136,0.049977579,0.039982063,0,231,24.7,72.5626932,5265.344444,0,1,0,27.44444444,247,29200,235,3,32,45160.0,45160,45160,100000000.0,100000000,100000000,DoS
1847,29,1,6,6,6,6.0,0.0,6,6,6.0,0.0,413793.1034,68965.51724,29.0,0.0,29,29,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,34482.75862,34482.75862,6,6,6.0,0.0,0.0,0,0,1,9.0,6,258,256,0,20,0.0,0,0,0.0,0,0,Bots
53,198,2,88,44,44,44.0,0.0,94,94,94.0,0.0,1393939.394,20202.0202,66.0,30.31501278,101,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,64,64,10101.0101,10101.0101,44,94,64.0,27.38612788,750.0,0,0,0,80.0,88,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
2107,26,1,6,6,6,6.0,0.0,6,6,6.0,0.0,461538.4615,76923.07692,26.0,0.0,26,26,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,38461.53846,38461.53846,6,6,6.0,0.0,0.0,0,0,1,9.0,6,237,256,0,20,0.0,0,0,0.0,0,0,Bots
80,5735629,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.697395177,1911876.333,3310723.047,5734770,108,5735629,2867814.5,4054487.351,5734770,859,0,0.0,0.0,0,0,104,40,0.523046383,0.174348794,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks
80,28338,3,26,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,410508.8574,317.5947491,3542.25,9591.005828,27267,3,943,471.5,662.559054,940,3,28289,5657.8,12086.69027,27267,3,72,132,105.8649164,211.7298327,0,5840,1163.3,2138.329153,4572451.567,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
21,896,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4464.285714,298.6666667,211.6254553,534,124,896,448.0,296.9848481,658,238,0,0.0,0.0,0,0,104,40,3348.214286,1116.071429,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Port Scanning
80,6110,3,26,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,1902945.99,1472.99509,763.75,1861.891953,5370,46,5593,2796.5,3761.100969,5456,137,6024,1204.8,2451.09194,5588,46,72,132,490.9983633,981.9967267,0,5840,1162.7,1911.59573,3654198.233,0,1,0,1291.888889,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
52142,67,1,6,6,6,6.0,0.0,6,6,6.0,0.0,179104.4776,29850.74627,67.0,0.0,67,67,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,14925.37313,14925.37313,6,6,6.0,0.0,0.0,0,0,1,9.0,6,237,256,0,20,0.0,0,0,0.0,0,0,Bots
80,79099557,7,50,20,0,7.142857143,6.094494002,4380,0,1934.5,2177.344966,147.3712425,0.164349846,6591629.75,20400000.0,71100000,17,78200000,13000000.0,28600000.0,71100000,216,908620,181724.0,404327.3646,905004,17,152,132,0.088496071,0.075853775,0,4380,833.0714286,1674.294362,2803261.61,0,0,1,897.1538462,50,256,229,5,20,888.0,888,888,39100000.0,71100000,7071788,DDoS
53,265,2,64,32,32,32.0,0.0,79,79,79.0,0.0,837735.8491,15094.33962,88.33333333,113.0324437,216,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,64,64,7547.169811,7547.169811,32,79,50.8,25.7429602,662.7,0,0,0,63.5,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
21,287,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,48780.4878,10452.96167,143.5,38.89087297,171,116,287,287.0,0.0,287,287,0,0.0,0.0,0,0,64,20,6968.641115,3484.320557,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,Brute Force
21,270,2,14,14,0,7.0,9.899494937,0,0,0.0,0.0,51851.85185,11111.11111,135.0,53.74011537,173,97,270,270.0,0.0,270,270,0,0.0,0.0,0,0,64,20,7407.407407,3703.703704,0,14,7.0,8.082903769,65.33333333,0,0,1,9.333333333,14,229,0,0,32,0.0,0,0,0.0,0,0,Brute Force
88,739,2,500,250,250,250.0,0.0,1430,1430,1430.0,0.0,4546684.709,5412.719892,246.3333333,344.3897985,644,47,47,47.0,0.0,47,47,48,48.0,0.0,48,48,64,64,2706.359946,2706.359946,250,1430,722.0,646.3126179,417720.0,0,0,0,902.5,500,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,5485286,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.729223599,1828428.667,3166162.332,5484398,150,5485286,2742643.0,3877427.106,5484398,888,0,0.0,0.0,0,0,104,40,0.546917699,0.1823059,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks
8080,69912,4,207,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4877.560362,100.1258725,11652.0,27407.20996,67592,25,69912,23304.0,39517.74302,68932,25,68203,34101.5,47362.71931,67592,611,92,72,57.2147843,42.91108823,0,195,42.625,75.57576615,5711.696429,0,1,0,48.71428571,207,8192,237,3,20,0.0,0,0,0.0,0,0,Bots
52231,40,1,6,6,6,6.0,0.0,6,6,6.0,0.0,300000.0,50000.0,40.0,0.0,40,40,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,25000.0,25000.0,6,6,6.0,0.0,0.0,0,0,1,9.0,6,237,256,0,20,0.0,0,0,0.0,0,0,Bots
80,5766685,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.693639413,1922228.333,3328792.66,5765987,107,5766685,2883342.5,4076674.947,5765987,698,0,0.0,0.0,0,0,104,40,0.52022956,0.173409853,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks
444,119,1,0,0,0,0.0,0.0,6,6,6.0,0.0,50420.16807,16806.72269,119.0,0.0,119,119,0,0.0,0.0,0,0,0,0.0,0.0,0,0,40,20,8403.361345,8403.361345,0,6,2.0,3.464101615,12.0,0,1,0,3.0,0,29200,0,0,40,0.0,0,0,0.0,0,0,Port Scanning
80,10417544,4,24,6,6,6.0,0.0,0,0,0.0,0.0,2.303805964,0.383967661,3472514.667,6013823.587,10400000,349,10400000,3472514.667,6013823.587,10400000,349,0,0.0,0.0,0,0,80,0,0.383967661,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,864.0,864,864,10400000.0,10400000,10400000,DDoS
443,43,1,2,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
80,71,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,28169.01408,71.0,0.0,71,71,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,14084.50704,14084.50704,0,0,0.0,0.0,0.0,0,0,1,0.0,0,237,236,0,32,0.0,0,0,0.0,0,0,Web Attacks
443,71,1,2,2,2,2.0,0.0,6,6,6.0,0.0,112676.0563,28169.01408,71.0,0.0,71,71,0,0.0,0.0,0,0,0,0.0,0.0,0,0,24,20,14084.50704,14084.50704,2,6,3.333333333,2.309401077,5.333333333,0,1,0,5.0,2,1024,0,0,24,0.0,0,0,0.0,0,0,Port Scanning
53,287,2,64,32,32,32.0,0.0,98,98,98.0,0.0,905923.3449,13937.28223,95.66666667,163.9674764,285,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,40,40,6968.641115,6968.641115,32,98,58.4,36.1496888,1306.8,0,0,0,73.0,64,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,7187822,4,24,6,6,6.0,0.0,0,0,0.0,0.0,3.338980848,0.556496808,2395940.667,4149023.239,7186820,3,7187822,2395940.667,4149023.239,7186820,3,0,0.0,0.0,0,0,80,0,0.556496808,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,1002.0,1002,1002,7186820.0,7186820,7186820,DDoS
80,108736,3,26,20,0,8.666666667,10.26320288,4380,0,1658.142857,1964.053328,106983.8876,91.96586227,12081.77778,35709.78647,107305,2,1014,507.0,663.2661608,976,38,108654,18109.0,43698.91402,107305,2,72,152,27.58975868,64.37610359,0,4380,1057.545455,1734.62119,3008910.673,0,1,0,1163.3,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,60,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,33333.33333,60.0,0.0,60,60,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,16666.66667,16666.66667,0,0,0.0,0.0,0.0,0,0,1,0.0,0,1444,1174,0,32,0.0,0,0,0.0,0,0,Web Attacks
80,101436,3,26,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,114683.15,88.72589613,12679.5,35484.53747,100497,3,776,388.0,544.4722215,773,3,101417,20283.4,44842.05897,100497,3,72,132,29.57529871,59.15059742,0,5840,1163.3,2138.329153,4572451.567,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
8080,75708,4,207,195,0,51.75,95.54187564,128,0,44.66666667,72.23111056,4504.147514,92.46050616,12618.0,29920.45178,73690,52,75708,25236.0,43109.15932,75013,52,74349,37174.5,51640.71534,73690,659,92,72,52.83457495,39.62593121,0,195,42.625,75.57576615,5711.696429,0,1,0,48.71428571,207,8192,237,3,20,0.0,0,0,0.0,0,0,Bots
21,608,2,8,6,2,4.0,2.828427125,2,2,2.0,0.0,16447.36842,4934.210526,304.0,209.3036072,452,156,608,608.0,0.0,608,608,0,0.0,0.0,0,0,44,24,3289.473684,1644.736842,2,6,3.0,2.0,4.0,0,1,0,4.0,8,1024,29200,1,20,0.0,0,0,0.0,0,0,Port Scanning
22,644,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6211.180124,214.6666667,282.917538,536,3,644,322.0,451.1341264,641,3,0,0.0,0.0,0,0,104,40,4658.385093,1552.795031,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Port Scanning
80,6066574,4,24,6,6,6.0,0.0,0,0,0.0,0.0,3.956104384,0.659350731,2022191.333,3501531.817,6065412,373,6066574,2022191.333,3501531.817,6065412,373,0,0.0,0.0,0,0,80,0,0.659350731,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,1162.0,1162,1162,6065412.0,6065412,6065412,DDoS
52237,4,1,6,6,6,6.0,0.0,6,6,6.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,250000.0,250000.0,6,6,6.0,0.0,0.0,0,0,1,9.0,6,237,256,0,20,0.0,0,0,0.0,0,0,Bots
80,5419619,3,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.738059262,1806539.667,3128403.622,5418909,92,5419619,2709809.5,3831245.255,5418909,710,0,0.0,0.0,0,0,104,40,0.553544447,0.184514816,0,0,0.0,0.0,0.0,0,1,0,0.0,0,29200,28960,0,32,0.0,0,0,0.0,0,0,Web Attacks
21,9490509,9,104,24,0,11.55555556,9.248122933,34,0,12.53333333,14.54975045,30.76758054,2.528842236,412630.8261,1073907.022,3306025,31,6142044,767755.5,1421405.539,3197656,240,9490465,677890.3571,1325919.239,3306025,48,296,488,0.948315838,1.580526397,0,34,11.68,12.57550529,158.1433333,0,1,0,12.16666667,104,29200,227,6,32,0.0,0,0,0.0,0,0,Brute Force
80,8031465,4,24,6,6,6.0,0.0,0,0,0.0,0.0,2.988246852,0.498041142,2677155.0,4636360.54,8030763,48,8031465,2677155.0,4636360.54,8030763,48,0,0.0,0.0,0,0,80,0,0.498041142,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,702.0,702,702,8030763.0,8030763,8030763,DDoS
